"Country or Area","Year","Area","Sex","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Bolivia (Plurinational State of)","2009","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","9870229","7"
"Bolivia (Plurinational State of)","2009","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","9865535","7"
"Bolivia (Plurinational State of)","2009","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4964621","7"
"Bolivia (Plurinational State of)","2009","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4973094","7"
"Bolivia (Plurinational State of)","2009","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4897135","7"
"Bolivia (Plurinational State of)","2009","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4900914","7"
"Bolivia (Plurinational State of)","2008","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","9709958","7"
"Bolivia (Plurinational State of)","2008","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","9702189","7"
"Bolivia (Plurinational State of)","2008","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4882979","7"
"Bolivia (Plurinational State of)","2008","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4889348","7"
"Bolivia (Plurinational State of)","2008","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4820610","7"
"Bolivia (Plurinational State of)","2008","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4819210","7"
"Bolivia (Plurinational State of)","2007","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","9549689","7"
"Bolivia (Plurinational State of)","2007","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","9539172","7"
"Bolivia (Plurinational State of)","2007","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4801325","7"
"Bolivia (Plurinational State of)","2007","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4804855","7"
"Bolivia (Plurinational State of)","2007","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4744834","7"
"Bolivia (Plurinational State of)","2007","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4737847","7"
"Bolivia (Plurinational State of)","2006","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","9389422","7"
"Bolivia (Plurinational State of)","2006","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","9376296","7"
"Bolivia (Plurinational State of)","2006","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4719571","7"
"Bolivia (Plurinational State of)","2006","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4719637","7"
"Bolivia (Plurinational State of)","2006","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4669785","7"
"Bolivia (Plurinational State of)","2006","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4656725","7"
"Bolivia (Plurinational State of)","2005","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","9229155","7"
"Bolivia (Plurinational State of)","2005","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","9214084","7"
"Bolivia (Plurinational State of)","2005","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4638020","7"
"Bolivia (Plurinational State of)","2005","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4633728","7"
"Bolivia (Plurinational State of)","2005","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4595427","7"
"Bolivia (Plurinational State of)","2005","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4576064","7"
"Bolivia (Plurinational State of)","2004","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","9068890","7"
"Bolivia (Plurinational State of)","2004","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","9052341","7"
"Bolivia (Plurinational State of)","2004","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4556609","7"
"Bolivia (Plurinational State of)","2004","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4547151","7"
"Bolivia (Plurinational State of)","2004","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4521739","7"
"Bolivia (Plurinational State of)","2004","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4495732","7"
"Bolivia (Plurinational State of)","2003","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","8908625","7"
"Bolivia (Plurinational State of)","2003","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","8891332","7"
"Bolivia (Plurinational State of)","2003","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4475498","7"
"Bolivia (Plurinational State of)","2003","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4459935","7"
"Bolivia (Plurinational State of)","2003","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4448690","7"
"Bolivia (Plurinational State of)","2003","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4415834","7"
"Bolivia (Plurinational State of)","2002","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","8748345","7"
"Bolivia (Plurinational State of)","2002","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","8731106","7"
"Bolivia (Plurinational State of)","2002","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4394738","7"
"Bolivia (Plurinational State of)","2002","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4372093","7"
"Bolivia (Plurinational State of)","2002","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4376252","7"
"Bolivia (Plurinational State of)","2002","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4336368","7"
"Bolivia (Plurinational State of)","2001","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2007","8274325",""
"Bolivia (Plurinational State of)","2001","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","8588068","7"
"Bolivia (Plurinational State of)","2001","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","8571738","7"
"Bolivia (Plurinational State of)","2001","Total","Male","Census - de facto - complete tabulation","Final figure, complete","2007","4123850",""
"Bolivia (Plurinational State of)","2001","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4283659","7"
"Bolivia (Plurinational State of)","2001","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4314367","7"
"Bolivia (Plurinational State of)","2001","Total","Female","Census - de facto - complete tabulation","Final figure, complete","2007","4150475",""
"Bolivia (Plurinational State of)","2001","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2020","4304409","7"
"Bolivia (Plurinational State of)","2001","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2021","4257371","7"
"Bolivia (Plurinational State of)","2001","Urban","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2007","5165230",""
"Bolivia (Plurinational State of)","2001","Urban","Male","Census - de facto - complete tabulation","Final figure, complete","2007","2517106",""
"Bolivia (Plurinational State of)","2001","Urban","Female","Census - de facto - complete tabulation","Final figure, complete","2007","2648124",""
"Bolivia (Plurinational State of)","2001","Rural","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2007","3109095",""
"Bolivia (Plurinational State of)","2001","Rural","Male","Census - de facto - complete tabulation","Final figure, complete","2007","1606744",""
"Bolivia (Plurinational State of)","2001","Rural","Female","Census - de facto - complete tabulation","Final figure, complete","2007","1502351",""
"Cabo Verde","2021","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2022","491233",""
"Cabo Verde","2021","Total","Male","Census - de jure - complete tabulation","Final figure, complete","2022","246363",""
"Cabo Verde","2021","Total","Female","Census - de jure - complete tabulation","Final figure, complete","2022","244870",""
"Cabo Verde","2021","Urban","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2022","364106",""
"Cabo Verde","2021","Urban","Male","Census - de jure - complete tabulation","Final figure, complete","2022","181384",""
"Cabo Verde","2021","Urban","Female","Census - de jure - complete tabulation","Final figure, complete","2022","182722",""
"Cabo Verde","2021","Rural","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2022","127127",""
"Cabo Verde","2021","Rural","Male","Census - de jure - complete tabulation","Final figure, complete","2022","64979",""
"Cabo Verde","2021","Rural","Female","Census - de jure - complete tabulation","Final figure, complete","2022","62148",""
"Cabo Verde","2020","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2020","556857","8"
"Cabo Verde","2020","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2020","281533","8"
"Cabo Verde","2020","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2020","275324","8"
"Cabo Verde","2019","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2019","550483","8"
"Cabo Verde","2019","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2019","277720","8"
"Cabo Verde","2019","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2019","272764","8"
"Cabo Verde","2018","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2019","544081","8"
"Cabo Verde","2018","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2019","273904","8"
"Cabo Verde","2018","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2019","270177","8"
"Cabo Verde","2017","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","537661","8"
"Cabo Verde","2017","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","270091","8"
"Cabo Verde","2017","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2018","267570","8"
"Cabo Verde","2016","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","531238.925128285","8"
"Cabo Verde","2016","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","266287.452314959","8"
"Cabo Verde","2016","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","264951.472813326","8"
"Cabo Verde","2015","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","524832.501121422","8"
"Cabo Verde","2015","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","262501.01096861","8"
"Cabo Verde","2015","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","262331.490152813","8"
"Cabo Verde","2014","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","518467.165245198","8"
"Cabo Verde","2014","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","258744.318042594","8"
"Cabo Verde","2014","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","259722.847202604","8"
"Cabo Verde","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","512173.071734596","8"
"Cabo Verde","2013","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","255032.86214373","8"
"Cabo Verde","2013","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","257140.209590866","8"
"Cabo Verde","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","505983.188625198","8"
"Cabo Verde","2012","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","251383.83053153","8"
"Cabo Verde","2012","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","254599.358093668","8"
"Cabo Verde","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","499929.419697011","8"
"Cabo Verde","2011","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","247814.031580762","8"
"Cabo Verde","2011","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","252115.38811625","8"
"Cabo Verde","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2017","491683",""
"Cabo Verde","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","494039.663563944","8"
"Cabo Verde","2010","Total","Male","Census - de jure - complete tabulation","Final figure, complete","2017","243403",""
"Cabo Verde","2010","Total","Male","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","244338.061468805","8"
"Cabo Verde","2010","Total","Female","Census - de jure - complete tabulation","Final figure, complete","2017","248280",""
"Cabo Verde","2010","Total","Female","Estimate - de jure","Final figure, incomplete/questionable reliability","2017","249701.60209514","8"
"Cabo Verde","2010","Urban","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2017","303673",""
"Cabo Verde","2010","Urban","Male","Census - de jure - complete tabulation","Final figure, complete","2017","151219",""
"Cabo Verde","2010","Urban","Female","Census - de jure - complete tabulation","Final figure, complete","2017","152454",""
"Cabo Verde","2010","Rural","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2017","188010",""
"Cabo Verde","2010","Rural","Male","Census - de jure - complete tabulation","Final figure, complete","2017","92184",""
"Cabo Verde","2010","Rural","Female","Census - de jure - complete tabulation","Final figure, complete","2017","95826",""
"Cabo Verde","2009","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","508633",""
"Cabo Verde","2009","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","246219",""
"Cabo Verde","2009","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","262414",""
"Cabo Verde","2009","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","310958",""
"Cabo Verde","2009","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","197675",""
"Cabo Verde","2008","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","499796",""
"Cabo Verde","2008","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","241914",""
"Cabo Verde","2008","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","257882",""
"Cabo Verde","2008","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","303512.029063235",""
"Cabo Verde","2008","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","196283.970936765",""
"Cabo Verde","2007","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","491419",""
"Cabo Verde","2007","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","237842",""
"Cabo Verde","2007","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","253577",""
"Cabo Verde","2007","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","295045.739998402",""
"Cabo Verde","2007","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","196373.260001598",""
"Cabo Verde","2006","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","483090",""
"Cabo Verde","2006","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","233729",""
"Cabo Verde","2006","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","249361",""
"Cabo Verde","2006","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","286687.45336736",""
"Cabo Verde","2006","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","196402.54663264",""
"Cabo Verde","2005","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","475465",""
"Cabo Verde","2005","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","230063",""
"Cabo Verde","2005","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","245402",""
"Cabo Verde","2005","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","278946.737102327",""
"Cabo Verde","2005","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","196518.262897673",""
"Cabo Verde","2004","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","468164",""
"Cabo Verde","2004","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","226560",""
"Cabo Verde","2004","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","241604",""
"Cabo Verde","2004","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","271414.743658539",""
"Cabo Verde","2004","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","196749.256341461",""
"Cabo Verde","2003","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","460601",""
"Cabo Verde","2003","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","222911",""
"Cabo Verde","2003","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","237690",""
"Cabo Verde","2003","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","263790.659223217",""
"Cabo Verde","2003","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","196810.340776783",""
"Cabo Verde","2002","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","452835",""
"Cabo Verde","2002","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","219177",""
"Cabo Verde","2002","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","233658",""
"Cabo Verde","2002","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","256171.646629868",""
"Cabo Verde","2002","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","196663.353370132",""
"Cabo Verde","2001","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","444921",""
"Cabo Verde","2001","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","215352",""
"Cabo Verde","2001","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","229569",""
"Cabo Verde","2001","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","248556.567374979",""
"Cabo Verde","2001","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2008","196364.432625021",""
"China","2021","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","1412600000","9,10"
"China","2021","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","723110000","9,10"
"China","2021","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","689490000","9,10"
"China","2021","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","914250000","9,10,11"
"China","2021","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","498350000","9,10"
"China","2020","Total","Both Sexes","Census - de jure - complete tabulation","Provisional figure","2022","1411778724","9,10"
"China","2020","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","1412120000","9,10"
"China","2020","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","723570288","9,10"
"China","2020","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","688549712","9,10"
"China","2020","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","902200000","9,10,11"
"China","2020","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","509920000","9,10"
"China","2019","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","1410080000","9,10"
"China","2019","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","720390000","9,10"
"China","2019","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","689690000","9,10"
"China","2019","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","884261167.999999","9,10,11"
"China","2019","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","525818832","9,10"
"China","2018","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","1405410000","9,10"
"China","2018","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","718638714.257048","9,10"
"China","2018","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","686771285.742951","9,10"
"China","2018","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","864327149.999999","9,10,11"
"China","2018","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","541082850","9,10"
"China","2017","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","1400110000","9,10"
"China","2017","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","716500000","9,10"
"China","2017","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","683610000","9,10"
"China","2017","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","843426264","9,10,11"
"China","2017","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","556683736","9,10"
"China","2016","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","1392320000","9,10"
"China","2016","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","713070000","9,10"
"China","2016","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","679250000","9,10"
"China","2016","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","819241088","9,10,11"
"China","2016","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","573078912","9,10"
"China","2015","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","1383260000","9,10"
"China","2015","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","708570000","9,10"
"China","2015","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","674690000","9,10"
"China","2015","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","793022958","9,10,11"
"China","2015","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","590237042","9,10"
"China","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","1376460000","9,10"
"China","2014","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","705220000","9,10"
"China","2014","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","671240000","9,10"
"China","2014","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","767376450","9,10,11"
"China","2014","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","609083550","9,10"
"China","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","1367260000","9,10"
"China","2013","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","700630000","9,10"
"China","2013","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","666630000","9,10"
"China","2013","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","745019974","9,10,11"
"China","2013","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","622240026","9,10"
"China","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","1359220000","9,10"
"China","2012","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","696600000","9,10"
"China","2012","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","662620000","9,10"
"China","2012","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","721745820","9,10,11"
"China","2012","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","637474180","9,10"
"China","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","1349160000","9,10"
"China","2011","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","691610000","9,10"
"China","2011","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","657550000","9,10"
"China","2011","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","699269628","9,10,11"
"China","2011","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2022","649890372","9,10"
"China","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","1339724852","10,12"
"China","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","1337700000","9,10"
"China","2010","Total","Male","Census - de jure - complete tabulation","Final figure, complete","2012","686852572","10,12"
"China","2010","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","687480000","9,10,13"
"China","2010","Total","Female","Census - de jure - complete tabulation","Final figure, complete","2012","652872280","10,12"
"China","2010","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","653430000","9,10,13"
"China","2010","Urban","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","665575306","10,12"
"China","2010","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","669780000","9,10,11,13"
"China","2010","Rural","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","674149546","10,12"
"China","2010","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","671130000","9,10,13"
"China","2009","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","1331300000","9,10"
"China","2009","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","686470000","9,10,13"
"China","2009","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","648030000","9,10,13"
"China","2009","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","645120000","9,10,11,13"
"China","2009","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","689380000","9,10,13"
"China","2008","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","1324700000","9,10"
"China","2008","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","683570000","9,10,13"
"China","2008","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","644450000","9,10,13"
"China","2008","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","624030000","9,10,11,13"
"China","2008","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","703990000","9,10,13"
"China","2007","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","1317900000","9,10"
"China","2007","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","680480000","9,10,13"
"China","2007","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","640810000","9,10,13"
"China","2007","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","606330000","9,10,11,13"
"China","2007","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","714960000","9,10,13"
"China","2006","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","1314480000","9,10"
"China","2006","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","677280000","9,10"
"China","2006","Total","Female","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","637200000","9,10"
"China","2006","Urban","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","577060000","9,10,11"
"China","2006","Rural","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","737420000","9,10"
"China","2005","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","1307560000","9,10"
"China","2005","Total","Male","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","673750000","9,10"
